,Date,Actual,Predicted,Signal
0,2022-01-19 00:00:00-05:00,-0.04354386501388241,0.04440568605054298,1
1,2022-01-20 00:00:00-05:00,-0.03227487006145058,0.10122772805151829,1
2,2022-01-21 00:00:00-05:00,0.023010716811601606,0.1615672828637113,1
3,2022-01-24 00:00:00-05:00,0.034398778281051534,0.2528534823823831,1
4,2022-01-25 00:00:00-05:00,0.08436595104131617,0.2533217274260645,1
5,2022-01-26 00:00:00-05:00,0.14521823718781635,0.27434790397851194,1
6,2022-01-27 00:00:00-05:00,0.10918163542335035,0.2793394786605457,1
7,2022-01-28 00:00:00-05:00,0.07455530285525813,0.26674683710368985,1
8,2022-01-31 00:00:00-05:00,0.028805614618399034,0.28721855539429963,1
9,2022-02-01 00:00:00-05:00,0.012750368433478432,0.3003046262340872,1
10,2022-02-02 00:00:00-05:00,-0.04329742038063,0.2734331137790257,1
11,2022-02-03 00:00:00-05:00,-0.031238996566018917,0.28624349467749416,1
12,2022-02-04 00:00:00-05:00,-0.06288162219001081,0.2647093191234339,1
13,2022-02-07 00:00:00-05:00,-0.026400685785248124,0.340404304956624,1
14,2022-02-08 00:00:00-05:00,-0.020018005735689237,0.2909077646073529,1
15,2022-02-09 00:00:00-05:00,-0.02721889971235758,0.3537929993061817,1
16,2022-02-10 00:00:00-05:00,-0.04386813344149609,0.33171821588769007,1
17,2022-02-11 00:00:00-05:00,-0.028890630973050002,0.3454883454191877,1
18,2022-02-14 00:00:00-05:00,-0.04215056446220922,0.3633212010589028,1
19,2022-02-15 00:00:00-05:00,-0.06603184731512057,0.377066999561612,1
20,2022-02-16 00:00:00-05:00,-0.03664219791592194,0.2754512440517286,1
21,2022-02-17 00:00:00-05:00,0.014490042522550262,0.29615058239247427,1
22,2022-02-18 00:00:00-05:00,0.03568925910689602,0.18144814986715185,1
23,2022-02-22 00:00:00-05:00,0.03272382542841701,0.31899742593895924,1
24,2022-02-23 00:00:00-05:00,0.054734945666427226,0.33014199656422544,1
25,2022-02-24 00:00:00-05:00,0.009107836852969786,0.30155455730766867,1
26,2022-02-25 00:00:00-05:00,-0.018987235807664815,0.2912952281774262,1
27,2022-02-28 00:00:00-05:00,-0.06425796209941459,0.28848275010014734,1
28,2022-03-01 00:00:00-05:00,-0.05189407958766845,0.29440199090409064,1
29,2022-03-02 00:00:00-05:00,-0.00855700146026872,0.3414120946239877,1
30,2022-03-03 00:00:00-05:00,-0.010978388392255733,0.364431584461707,1
31,2022-03-04 00:00:00-05:00,-0.01543502164476529,0.3557216014771516,1
32,2022-03-07 00:00:00-05:00,-0.003382762838467168,0.3569303453474382,1
33,2022-03-08 00:00:00-05:00,0.016470572359708946,0.34615235106894715,1
34,2022-03-09 00:00:00-05:00,-0.0010455417269745748,0.31408148958989457,1
35,2022-03-10 00:00:00-05:00,0.010643358952915127,0.2962715274557683,1
36,2022-03-11 00:00:00-05:00,0.04816335829309071,0.3001694511938338,1
37,2022-03-14 00:00:00-04:00,0.08059094098007047,0.3101016949373399,1
38,2022-03-15 00:00:00-04:00,0.08258662085955648,0.3460712032912946,1
39,2022-03-16 00:00:00-04:00,0.037477475034530805,0.35866019180838243,1
40,2022-03-17 00:00:00-04:00,0.05777844752689232,0.3478573071525526,1
41,2022-03-18 00:00:00-04:00,0.04075274572843557,0.3118082862004206,1
42,2022-03-21 00:00:00-04:00,0.03933835703880062,0.3341900477347975,1
43,2022-03-22 00:00:00-04:00,0.01885696936292658,0.3469465170550825,1
44,2022-03-23 00:00:00-04:00,0.02649044908504461,0.32852309524474477,1
45,2022-03-24 00:00:00-04:00,-0.017690637436042045,0.3570638629300075,1
46,2022-03-25 00:00:00-04:00,-0.010746561641829189,0.31307199971624927,1
47,2022-03-28 00:00:00-04:00,0.010717072659528926,0.3893795329360232,1
48,2022-03-29 00:00:00-04:00,-0.013434517861305117,0.36539680104775335,1
49,2022-03-30 00:00:00-04:00,-0.037977740044162545,0.3890851291417998,1
50,2022-03-31 00:00:00-04:00,-0.022859464185092215,0.38203535932396426,1
51,2022-04-01 00:00:00-04:00,-0.04896868099321583,0.3837303296735841,1
52,2022-04-04 00:00:00-04:00,-0.09895675174329044,0.32883657364686614,1
53,2022-04-05 00:00:00-04:00,-0.09158839199467739,0.3214483903111691,1
54,2022-04-06 00:00:00-04:00,-0.048730071465373226,0.3410134207972935,1
55,2022-04-07 00:00:00-04:00,-0.06739716650464722,0.3015595740134531,1
56,2022-04-08 00:00:00-04:00,-0.04209699251307997,0.33833506240565253,1
57,2022-04-11 00:00:00-04:00,0.009202476960819439,0.3240767730168877,1
58,2022-04-12 00:00:00-04:00,0.0025486034182067296,0.2584818215714307,1
59,2022-04-13 00:00:00-04:00,-0.039104938289798885,0.14434323143553932,1
60,2022-04-14 00:00:00-04:00,-0.05598124605418353,0.14551383067141765,1
61,2022-04-18 00:00:00-04:00,-0.036048200684535625,0.23199432074301019,1
62,2022-04-19 00:00:00-04:00,-0.08737092135633506,0.32164182680675674,1
63,2022-04-20 00:00:00-04:00,-0.10735313817139736,0.3466164350926941,1
64,2022-04-21 00:00:00-04:00,-0.05041085923550648,0.34767966569117115,1
65,2022-04-22 00:00:00-04:00,-0.046190323040022796,0.3349497682846689,1
66,2022-04-25 00:00:00-04:00,-0.05274067135485905,0.32851748850041934,1
67,2022-04-26 00:00:00-04:00,-0.011091399320577788,0.30933331279392995,1
68,2022-04-27 00:00:00-04:00,0.06970148387808206,0.28809381225793573,1
69,2022-04-28 00:00:00-04:00,-0.01701778192048664,0.28568071572891945,1
